"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640053de7251b2f02e9f7a58_promptloop-logo.png","PromptLoop","A tool to transform, extract, or summarize any text in Google Sheets and Excel.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc5d42d69c898edd4c3e_ogshare.png","Reword","A tool for articles writing and editing.","Marketing","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc5c3508f4257148e0bd_metal-icon.png","Metal","A ML storage platform","Productivity","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64004f1b272713d235d0d6fb_heymind-logo.png","HeyMind","An app to chat with historical figures.","Self-Improvement","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc5a42d69c0f7edd485c_base_unfurl.0ac5384a.png","VoiceLine","A voice messaging app.","Productivity","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc5842d69c34eddd452d_xmagic_opengraph.png","xMagic","A tool to create chatbots from pdf files.","Chat","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64004bbe10d2d558779c84ff_audyo-logo.png","Audyo","A tool to convert text to speech.","Text-To-Speech","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640047945854db9b5d129a2c_snapgpt-logo.png","SnapGPT","An app to ocr text recognition from images.","Productivity","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc56f57c136b88a0e471_1B7Ss205Pi-hnAuhq18oKcskpFIsr0mfEle6APbSxidbWxy8m3lwx3mFWZb9l6ApeRNYcO-a1c9u6BggXVL6wcmVlPQ%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","MJ Toolkit","A Google Chrome Extension for Midjourney.","Generative Art","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ffcc550df45555c6adfed1_uY08a6lNGitMWG0w_Ez0HvTFOXfyOjR116oGc-78UWOTexQ-g1dQNyVwtijrMFJx3yUmE9T6F8dLsBLU_EomkJkkiQ%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Send GPT via Email","A Google Chrome Extension to send ChatGPT conversations to email.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/640042b031c0b38f59c9df4f_gptagent-logo.png","GPTAgent","A platform to create AI-powered apps.","Productivity","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64005171f7f647431782a035_fitforge-logo.png","FitForge","A tool to create personalized fitness plans.","Self-Improvement","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe818d2c7a911122d2da60_typeface-opengraph-img.webp","Typeface","A tool to generate personalized content.","Marketing","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe818c2c7a91760ed2d996_promo.jpeg","SupaRes","An image enhancement platform.","Image Improvement","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe818b62457255b240c718_home-page.b04b7ed3.png","FGenEds","A tool to summarize lectures and educational materials.","Productivity","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ff2adcc73d6244d26efc80_addy-ai-logo.png","Addy AI","A Google Chrome Exntesion as an email assistant.","Productivity","6",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe818aa4832b336f02c231_og-image.png","MemeMorph","A tool for face-morphing and memes.","Generative Art","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe8185814fdc12d39ebab2_og-image.png","Shortwave","A platform for emails productivity.","Productivity","4",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ff2ba145f6f8b277165d46_inkdrop-logo.png","Inkdrop","A tool to make video meetings collaborative.","Productivity","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ff27009f73c06191491cf4_notability-logo.png","Notability","A telegrambot to organize notes in Notion.","Chat","7",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ff25f92453507e0052efc3_roft-logo.png","Real or Fake Text","A game to learn how to detect machine-generated texts.","AI Detection","58",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe8182814fdc24ed9eb789_open_graph_en.jpeg","Hama","A tool to erase objects or people from photos.","Image Improvement","68",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe81812c7a911e16d2cb31_1200x630wa.png","BarBot AI","An app for cocktail suggestions.","For Fun","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ff2157dc3c63440ab7d66a_runpod-logo.png","Runpod","A platform to run and rent GPU-based compute resources.","Generative Art","8","Generative Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39ceb90c32ae2003d8bc_og.png","TLDR bot","A customizable summaries of discord chat.","Chat","5",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39cd72a20d1ba04c4e4f_meta-img.jpeg","Ask Seneca","A tool to answer questions about Seneca.","Chat","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fdb2e4776e740f0d6a7cd6_transvribe-logo.png","Transvribe","A tool for efficient youtube learning.","Self-Improvement","62",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39cb8d3ad5832be16048_63f5003d4f08708542df36bd_AI%2520Meeting%2520Summary.png","Grain AI","A tool for teams to summarize customer meetings.","Productivity","6",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39cab90c322e5d03cc70_full-logo_2x_8a5ed3a9-b196-4519-8e49-335899596583.png","Lemonaid Music","A music creation tool.","Music","66",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39c9d1f01175dc09ac43_cover.png","cookAIfood","A recipe generator and nutrition monitoring tool.","For Fun","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fdad0c16fbb984da7a267d_synthesis-youtube-logo.png","Synthesis YouTube","A tool to find relevant podcast segments.","Podcasting","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39c87c9d3cef44fb9aaa_cropped-SEO-Assistant-Logo-black.png","Blog Assistant","A blog writing tool.","Marketing","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39c772a20d07344c47d5_heYGqQxAhh3hWGkvXgfjtpOU.png","Wizi","A tool for frontend developers to search and create code.","Productivity","4",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fe496a85bc92dfdc5f6220_Screenshot-2-28-2023-10.34.47%20AM.png","Colossyan","A tool for video creation.","Generative Video","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39c68d3ad570bde15798_R.O.B.%2BLogo.png","R.O.B. (Robot Of Business)","A tool to generate websites with content.","Marketing","66",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fda68c1e85b372ff68c4fc_chatgpt-mail-responder-logo.png","ChatGPT Mail Responder","A tool to generate answers, summarize incoming mails.","Productivity","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fd39c38d3ad5b6eee153d0_og-home-96a15ba1d56b62e23a85a4579e5c8c661df3dfd2cd9ac03f7612ca58bd9bbabb.jpeg","Rotor Videos","A tool to create lyric videos.","Generative Video","38",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fda4bf3558ed19a6a02681_datafit-ai-logo.png","Datafit","A ChatGPT prompts community","Prompt Guides","417",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fda425bf391ab6d557b13c_founderassist-logo.png","FounderAssist","A tool to create and customize business plans.","Marketing","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fda21fab1e2feb002dfb34_airegisters-logo.png","AI Registers","An AI Tools directory.","Aggregators","822",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc877e5464e19c031ab351_woxo-logo.png","WOXO","A tool to generate videos from text.","Generative Video","43",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc867c27f58b6038a4a8e8_stunning-so-logo.png","Stunning","A website generator with custom content.","Marketing","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc416cc89fb8d7e512f4ed_remove-bg.jpeg","Remove.bg","An online tool to remove backgrounds.","Image Improvement","58",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc416c0f8de01ee348d0f0_e86c60289bd224f421fdbdee569898c429f5a9939a9d87819e6a31c35941c612.png","Emvoice","A daw plugin to generate realistic vocal performances from text.","Music","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc416b8fdb79b6877e76fc_1a1e832b-c370-48b0-a67a-80dbcdfbab52.jpeg","Prompt Vibes","A large collection of chatgpt prompts.","Aggregators","60",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc416b899555af39a2d675_63c74b7ac446585c80096d25_storyd%2520waitlist%2520image.png","Storyd","A tool for data presentations.","Productivity","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fc813cf0b55f9032196156_chatbuddy-logo.png","ChatGPT Buddy","A Whatsapp chat assistant bot.","Chat","34",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63faf658205bcb4255940964_639db4f63c2d581e9a6e6b5a_Frame%2520249.png","Robin AI","A tool for automating sales funnel.","Marketing","38",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63faf657e2dfe6f7e783af6f_visla-thumbnail.png","Visla","A video creation and editing tool.","Generative Video","76",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63faf6560901a1326215ece5_1200x630wa.png","Toucan","An app for writing and chatbot to generate content.","Marketing","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63faf6556163f07498c454f1_rb-share-image.png","RightBlogger","A tool for blogging and content creation.","Marketing","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fb1846f3b10c41fc5a4b71_voc-logo.png","ChatGPT for Amazon","A Google Chrome Extension for Amazon sellers.","Marketing","47",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63fb17c2a5f92a75b1af1103_getchunky-logo.png","Get Chunky","A tool to create chatbots.","Chat","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63edf70e6f3b7b3a6e5c03c8_interviewgpt-ai-logo.png","InterviewGPT.ai","A chatbot for job interview practices.","Productivity","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ecc318cd93c4f0643c117e_gptflix-logo.png","GPTFlix","A chatbot to talk about movies.","Chat","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f5efff7d46fe68a3446596_travelmoji-xyz-logo.png","Travelmoji","A travel planning tool.","Self-Improvement","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f494b3d10867a156ac37da_iswrite-logo.png","isWrite","A tool to critic copywriting.","Copywriting","73",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f3e794eec01c358c7f7d09_YaGDTgL.png","PostalAI","A tool to send custom postcards with custom messages.","For Fun","6",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f4843668b5491299876173_makemyworkout-dev-logo.png","Make My Workout","A tool to generate workout plans.","Self-Improvement","40",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9c3981451f5348542bbeb_audioshake-logo.png","Audioshake","A tool for creating and remixing musical stems","Music","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84e8423af79ecebb9fc_facebookmymind2.jpeg","MyMind","A tool to organize bookmarks.","Productivity","47","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84ea9d7193e5fb3a042_opengraph-2021-04-26-10-35.png","Uizard","A tool to create UI, wireframes, prototypes, and mockups.","Generative Art","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9c1ab7c31a3e381eb071e_anyapi-logo.png","AnyAPI","A tool to add AI capabilities to their products.","Productivity","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84cc649c1755724b016_63f7102201cd2edf1b24f6aa_Logo%2520Embed.jpeg","PromptPlays","A platform to create and share AI-infused automations.","Prompt Guides","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84bf68d9640736bdd3e_favicon.png","ChessGPT","A chess game tool.","For Fun","101",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84a4003e9266910ff36_poster.png","AI Bingo","A guessing game for artists.","For Fun","43",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a848f738502eff5124b6_ogImage.png","Pixelicious","An online converter tool turns images into pixel art.","Generative Art","60",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a8474003e9e5dd10fbef_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1578495816588x646815646347334700%252FBubble%252520Tags.jpeg","Galactical AI","A tool for content creation.","Copywriting","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f9a84768cc69028d02abc1_oscar.png","Oscar","An app to create personalized bedtime stories.","Generative Art","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e4d05b02c4e41c556d_meta-image.png","AV Mapping","A tool for music search and video music mapping.","Music","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f83496549d546372395eb2_social.png","Yaara","A writing suite for content generation.","Productivity","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f833cff990add9f901c284_63c9362c06452b1215452936_PL-main.png","Photoleap","A photo editing app for iOS.","Image Improvement","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f833cdb9e9602ce08f3788_6243142a1efc241acf85301c_preview.png","Videoleap","An all-in-one video editing platform.","Video Editing","52",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f833cde37e1100bb4e1b2a_63bd591109ae7fbb16123122_thumbnail%2520(1).webp","Facetune","An online photo and video editing tool.","Avatar","55",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f7262445031a084971_ai-assist.jpeg","Publer","An all-in-one social media management tool.","Social Media","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f66b734e3db06e1b88_Graphic_Social_LandingAI.png","Landing AI","A platform to create and deploy custom computer vision projects.","AI Detection","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f5c91423d7fd34b96f_metadata.jpeg","Child Book","A children's book creator tool.","Generative Art","46",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f8aa5c46077a060a7582a1_landbot-logo.png","Landbot","A platform to automate customer service and support.","Chat","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f36b734e502c6e17f5_og-image.png","Raycast AI","A free macOS tool to access chatgpt anywhere.","Productivity","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f22b70a30a08ac73c4_Social.png","EzMail.AI","A tool for email drafting.","Productivity","6",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827f0470d8d7dcaf32aef_og-image-5.jpeg","Flowshot","A tool for google sheets automation.","Productivity","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827efafbef0dfc0993a24_free-AI-Content-Detector.jpeg","Free AI Content Detector","A free tool to detect AI content.","AI Detection","53",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63f827eec91423b50234b964_og-image.png","MagickPen","A tool for writing assistance.","Productivity","14",""
